DEPARTAMENTO;PROVINCIA;DISTRITO;NOMBRE;TIPO_AERODROMO;CODIGO_OACI;ESCALA;ESTADO;ADMINISTRADOR;JERARQUIA;TITULARIDAD;LATITUD;LONGITUD
La Libertad;Pacasmayo;Pacasmayo;Pacasmayo;Aeródromo;SPYO;Sin escala definida;Operativo;Escuela Peruana de Aviación Civil S.A.;No aplica a privados;Pública;-7.416425;-79.57021667
Loreto;Datem Del Marañón;Morona;Yankuntich;Aeródromo;SPYK;Sin escala definida;Operativo;Federación de la Nacionalidad Achuar del Perú;Sin jerarquía definida;Pública;-2.922561111;-77.25788889
Loreto;Datem Del Marañón;Andoas;Wisum;Aeródromo;SPWR;Sin escala definida;Operativo;Federación de la Nacionalidad Achuar del Perú;Sin jerarquía definida;Pública;-3.270952778;-77.02306944
Loreto;Requena;Puinahua;Bretaña;Helipuerto de superficie;SPBR;Sin escala definida;Operativo;Petrotal Perú S.R.L.;No aplica a privados;Privada;-5.245402778;-74.32930556
Apurímac;Cotabamba;Challhuahuacho;Helipuerto Unidad Minera Las Bambas;Helipuerto de superficie;SPMB;Sin escala definida;Operativo;Minera Las Bambas S.A.;No aplica a privados;Privada;-14.106639;-72.272306
Apurímac;Andahuaylas;Andahuaylas;Andahuaylas;Aeropuerto;SPHY;Nacional;Operativo;CORPAC S.A.;Nacional;Pública (Concesionada-No entregada);-13.708819;-73.351556
Loreto;Datem Del Marañón;Andoas;Andoas;Aeródromo;SPAS;Información no disponible;Operativo;Pacific Stratus Energy del Perú S.A.;No aplica privados;Privada;-2.796108;-76.466597
Loreto;Datem Del Marañón;Andoas;Andoas;Helipuerto de superficie;SPAN;Información no disponible;Operativo;Pacific Stratus Energy del Perú S.A.;No aplica privados;Privada;-2.79999037;-76.458732
Arequipa;Arequipa;Cayma;Alfredo Rodríguez Ballon;Aeropuerto Internacional;SPQU;Internacional;Operativo;Aeropuertos Andinos del Perú S.A.;Nacional;Pública (Concesionada);-16.340611;-71.570792
Ucayali;Atalaya;Raymondi;Atalaya;Aeródromo;SPAY;Regional;Operativo;CORPAC S.A.;Regional;Pública;-10.728572;-73.765886
Ayacucho;Huamanga;Andrés Avelino Cáceres;Crnl. FAP. Alfredo Mendivil;Aeropuerto;SPHO;Nacional;Operativo;Aeropuertos Andinos del Perú S.A.;Nacional;Pública (Concesionada);-13.154836;-74.20441667
Loreto;Alto Amazonas;Jeberos;Bellavista;Aeródromo;SPBS;Local;Operativo;Comunidad de Bellavista;Sin jerarquía;Pública;-5.28859;-76.2911
Ucayali;Atalaya;Yurua;Breu;Aeródromo;SPBK;Local;Operativo;CORPAC S.A.;Local;Pública;-9.533792;-72.757153
Loreto;Requena;Tapiche;Buncuyo;Aeródromo;SPBJ;Local;Operativo;Comunidad de Buncuyo;Sin jerarquía;Pública;-6.516667;-74.583333
Loreto;Ramón Castilla;Ramón Castilla;Caballococha;Aeródromo;SPBC;Regional;Operativo;CORPAC S.A.;Regional;Pública;-3.916833;-70.508181
Cajamarca;Cajamarca;Baños del Inca;May.Gral.FAP. Armando Revoredo Iglesias;Aeropuerto;SPJR;Nacional;Operativo;Aeropuertos del Perú S.A.;Nacional;Pública (Concesionada);-7.139144;-78.489581
Cusco;La Convención;Echarate;Cashiriari 3;Helipuerto de superficie;SPCS;Información no disponible;Operativo;Pluspetrol Perú Corporation S.A.;No aplica privados;Privada;-11.88030278;-72.64921111
Amazonas;Chachapoyas;Chachapoyas;Chachapoyas;Aeropuerto;SPPY;Nacional;Operativo;Aeropuertos del Perú S.A.;Nacional;Pública (Concesionada);-6.202042;-77.856
La Libertad;Pataz;Pataz;Chagual;Aeródromo;SPGL;Información no disponible;Operativo;Cia. Minera Poderosa S.A.;No aplica privados;Privada;-7.797417;-77.651431
Arequipa;Caraveli;Chala;Aero Link Chala;Aeródromo;SPAK;Información no disponible;Operativo;Aero Link S.A.C.;No aplica privados;Privada;-15.80724722;-74.28691944
La Libertad;Virú;Chao;Chao;Aeródromo;SPCY;Información no disponible;Operativo;CAMPOSOL S.A.;No aplica privados;Privada;-8.581763889;-78.68120278
Lambayeque;Chiclayo;Chiclayo;Cap. FAP. José Abelardo Quiñones Gonzales;Aeropuerto Internacional;SPHI;Internacional;Operativo;Aeropuertos del Perú S.A.;Nacional;Pública (Concesionada);-6.787478;-79.8281
Áncash;Santa;Nuevo Chimbote;Tnte. FAP. Jaime A. de Montreuil Morales;Aeropuerto;SPEO;Regional;Operativo;CORPAC S.A.;Nacional;Pública;-9.149711;-78.523564
Amazonas;Condorcanqui;Nieva;Ciro Alegría;Aeródromo;SPAC;Regional;Operativo;CORPAC S.A.;Regional;Pública;-4.607144;-77.940633
Pasco;Oxapampa;Puerto Bermúdez;Ciudad Constitución;Aeródromo;SPCC;Local;Operativo;Municipalidad Distrital de Puerto Bermudez;Local;Pública;-9.863958;-75.006736
